gid,handle,functional_role,involvement,archetype,note
100000002448148100,c6_wrk_zhenis,peripheral,legit,рабочий бригады,зарплата; гасит ломбард
100000001589144100,c6_wrk_islam,peripheral,legit,рабочий бригады,зарплата; курсы
100000008889161100,c6_wrk_abylai,peripheral,legit,рабочий бригады,зарплата; друг Даулета
100000003809958100,c6_brig_wife_zhibek,peripheral,legit,жена бригадира,хозяйство курсы детей мама
100000005616319100,c6_wrk_nurken,peripheral,legit,рабочий бригады,зарплата раз в две недели; отправляет семье в Туркестан
100000008207600100,c6_wrk_meiram,peripheral,legit,рабочий бригады,зарплата раз в две недели; купил старую машину
100000003551496100,c6_wrk_talgat,peripheral,legit,помощник прораба,зарплата раз в две недели; вернул долг бригадиру
100000006314561100,c6_wrk_yerkin,peripheral,legit,рабочий бригады,пришёл в середине июля
100000002418676100,c6_ainur_sister_gulmira,peripheral,legit,сестра жены таксиста,получила помощь
100000001029131100,c6_fam_klara,peripheral,legit,сестра бабушки,взнос на той и бабушке
100000001376551100,c6_fam_kanat,peripheral,legit,муж Айгуль,даёт жене на хозяйство; взнос на той; корпоратив в кафе
100000004587269100,c6_fam_bolat,peripheral,legit,муж Жанар,переводит накопления с депозита на свадьбу сына
100000005438788100,c6_fam_kuda_zhomart,peripheral,legit,отец невесты (құда),получил қалың мал от Жанар; платит за свою часть банкета и приданое
100000004755102100,c6_toi_tamada_bauyrzhan,peripheral,legit,тамада,получил предоплату и расчёт за той; платит музыканту
100000000609460100,c6_toi_photo_akbota,peripheral,legit,фотограф,получила оплату за съёмку тоя
100000002099032100,c6_fam_miras,peripheral,legit,жених,сын Жанар; сам вкладывается в той; мальчишник в кафе
100000007021703100,c6_fam_gaukhar,peripheral,legit,жена Нурбола,хозяйство курсы дочери
100000004171181100,c6_fam_kairat,peripheral,legit,племянник бабушки,получил возврат долга от Нурбола; взнос на той
100000000118791100,c1_aibek_mother_bakyt,peripheral,legit,мать закладчика,продукты
100000007981164100,c1_miras_sister_aizhan,peripheral,legit,сестра закладчика,студентка
100000002228293100,c1_olzhas_father_temir,peripheral,legit,отец закладчика,ремонт машины
100000006823979100,c1_daniyar_gf_aisulu,peripheral,legit,девушка закладчика,салон
100000006451453100,c1_akbota_mother_gaukhar,peripheral,legit,мать закладчицы,продукты
100000001105900100,c1_gena_mother_tatyana,peripheral,legit,пенсионерка,аптека и коммуналка
100000008626138100,c4_stash_yulia,peripheral,criminal,хранительница склада,получает от оптовика на аренду квартиры-склада и платит арендодателю
100000008403798100,c4_boss_serik,terminal,criminal,бенефициар оптовика,кошелёк организатора: получает крупные суммы от оптовика; тратит на авто через брата и недвижимость через жену; помогает матери
100000008325281100,c4_boss_mother_gulnar,peripheral,legit,мать бенефициара,пенсионерка; получает помощь от сыновей; аптека и продукты
100000005796905100,c1_kamila_sister_aida,peripheral,legit,сестра девушки оператора,оплачивает курсы
100000001759538100,c1_gulnara_sister_bayan,peripheral,legit,тётя оператора,"готовит той внуку, платит тойхане"
100000000034619100,h_supplier_ldsp,terminal,legit,поставщик ЛДСП,плиты и фурнитура мебельному
100000004984883100,h_carpenter_nikolay,peripheral,legit,столяр,мебельный цех
100000004206383100,h_carpenter_zhanibek,peripheral,legit,столяр,мебельный цех
100000007406129100,h_delivery_sultan,peripheral,legit,водитель доставки мебели,сдельно
100000005688182100,h_owner_yerbolat,terminal,legit,владелец мебельного,личная карта
100000006605268100,ext_refund_cust_furn,undeclared,undeclared,,
100000008090425100,h_butcher_amangeldy,peripheral,legit,разделщик мяса,зарплата от мясного цеха
100000001755226100,h_farmer_ermek,peripheral,legit,фермер,поставляет картофель и лук Рустаму
100000002903625100,h_farmer_gulsara,peripheral,legit,фермерша,поставляет огурцы и помидоры Рустаму
100000003864256100,h_loader_bekzat,peripheral,legit,грузчик,разгружает овощи у Рустама
100000007407036100,h_owner_rustam,terminal,legit,владелец овощной точки,личная карта; платит за квартиру и семью
100000002297709100,h_expeditor_yura,peripheral,legit,экспедитор молочки,зарплата от дистрибьютора
100000005550013100,h_fam_saule_son,peripheral,legit,сын повара,школьник-подросток
100000000241108100,h_fam_aidos_wife,peripheral,legit,жена владельца кафе,салон мебель фитнес
100000003292340100,c1_daulet_brother_askhat,peripheral,legit,автолюбитель,запчасти
100000002868976100,c1_gulzhan_son_nurbol,peripheral,legit,двоюродный брат,купил телефон
100000008551713100,c1_asem_mother_zaure,peripheral,legit,пенсионерка,продукты
100000005220772100,c1_raushan_son_ernar,peripheral,legit,школьник,телефон и спортзал
100000007042844100,h_supplier_hardware,consolidator,legit,строительный магазин,метизы и инструмент; платят фирма и прораб
100000005504458100,c1_nurzhan_mother_bibigul,peripheral,legit,пенсионерка,аптека и продукты
100000008119653100,c1_klara_son_marlen,peripheral,legit,шурин закладчика,"спортзал, девушка"
100000003668460100,c1_serikbay_daughter_ainur,peripheral,legit,студентка,салон и кафе
100000007775438100,c1_dinara_mother_raisa,peripheral,legit,пенсионерка,аптека и продукты
100000003848348100,c1_sholpan_neighbor_valentina,peripheral,legit,соседка,пенсионерка
100000004334741100,c1_moldir_friend_saltanat,peripheral,legit,подруга,"кафе, брату"
100000007893626100,ext_olga_s,undeclared,undeclared,,
100000006715337100,ext_aidar_k,undeclared,undeclared,,
100000003990347100,ext_zarina_t,undeclared,undeclared,,
100000002668475100,ext_erlan_zh,undeclared,undeclared,,
100000008160849100,ext_kristina_m,undeclared,undeclared,,
100000000722904100,ext_serik_b,undeclared,undeclared,,
100000000558694100,ext_aigul_n,undeclared,undeclared,,
100000000311934100,c4_client_erbol,peripheral,legit,инженер-инвестор,зарплата на карту; покупает USDT у обоих трейдеров
100000004766396100,ext_detsad_balapan,undeclared,undeclared,,
100000000395480100,c4_realtor_zarina,peripheral,legit,риелтор,получает комиссию от жены бенефициара и от обычных клиентов
100000007953073100,h_friend_dmitriy,peripheral,legit,друг таксистов,занимает и возвращает долги
100000006021631100,h_fam_bolat_wife,peripheral,legit,жена рабочего,продукты аптека кружок ребёнка
100000007706606100,h_friend_arnur,peripheral,legit,друг рабочих,занимает и возвращает долги
100000006781243100,c1_elmira_son_arsen,peripheral,legit,школьник,телефон
100000006457996100,h_chef_zhaksylyk,peripheral,legit,шеф-повар тойханы,зарплата плюс за каждый той
100000000593438100,h_toi_waiter_dilnaz,peripheral,legit,официантка на тои,разовые выплаты за вечер
100000002931945100,h_toi_waiter_yerasyl,peripheral,legit,официант на тои,разовые выплаты за вечер
100000000264593100,h_toi_waiter_amina,peripheral,legit,официантка на тои,разовые выплаты за вечер
100000003760406100,h_toi_waiter_nursultan,peripheral,legit,официант на тои,разовые выплаты за вечер
100000003207177100,h_toastmaster_kenzhe,terminal,legit,тамада,получает гонорар за тои
100000008646377100,h_singer_aigul,terminal,legit,певица,гонорар за тои
100000002402511100,h_decor_lyaila,peripheral,legit,декоратор,оформление залов
100000002455466100,h_toi_waiter_sabina,peripheral,legit,официантка на тои,разовые выплаты за вечер
100000002668228100,h_toi_waiter_akbota,peripheral,legit,официантка на тои,разовые выплаты за вечер
100000002765974100,h_manager_aizada,peripheral,legit,менеджер тойханы,зарплата
100000006702381100,ext_client_refund_toi,undeclared,undeclared,,
100000006694209100,h_owner_berik,terminal,legit,владелец тойханы,крупный вывод прибыли после сезона тоев
100000001225660100,c2_dilnaz_asem_sister,peripheral,legit,сестра невестки,бытовые траты и возврат займа сестре
100000006818684100,c2_rynok_guard_kairat,peripheral,legit,охранник рынка,зарплата от администрации
100000003924607100,hub_construction_firm,distributor,legit,стройфирма,ТОО строит жилой дом; веер зарплат на 44 рабочих плюс аванс; легальный двойник дистрибьютора
100000003377716100,c2_himbyt_loader_samat,peripheral,legit,грузчик,зарплата у оптовика
100000004404725100,c2_himbyt_cashier_aliya,peripheral,legit,кассир,зарплата у оптовика
100000000769043100,c2_aibek_wife_kamila,peripheral,legit,жена курьера,хозяйство и курсы ребёнку
100000008214471100,c2_temirlan_friend_sanzhar,peripheral,legit,друг курьера,отдаёт долг частями
100000001177562100,c2_saule_aigul_sister,peripheral,legit,сестра жены,заняла у сестры; аренда квартиры и хозяйство
100000001566291100,c2_nurila_aigul_mother,peripheral,legit,тёща координатора,пенсионерка; получает от дочери; взнос на той как кудагай
100000004273158100,c2_cm_gaukhar,peripheral,legit,одноклассница-кондитер,печёт торты на заказ; взнос на встречу
100000005006016100,c2_gulnar_sister,peripheral,legit,сестра координатора,заняла у матери на ноутбук сыну и возвращает; взнос на той
100000000067615100,c2_madina_bride,peripheral,legit,невеста,невеста сына координатора; подготовка к свадьбе
100000005494884100,c2_zhanar_bolat_wife,peripheral,legit,жена Болата,хозяйство и репетитор ребёнку
100000000397171100,c2_timur_wife_ayim,peripheral,legit,жена Тимура,хозяйство
100000006224530100,c2_bakyt_mother_sholpan,peripheral,legit,пенсионерка,получает от сына
100000004233716100,ext_dosym_temirlan,undeclared,undeclared,,
100000001491396100,c3_mama_ilya,peripheral,legit,мать дропа,бытовые траты
100000000033971100,c3_drug_ersultan,peripheral,legit,друг дропа,мелкие траты
100000008661175100,c3_mama_tomiris,peripheral,legit,мать дропа,содержит дочь
100000005877005100,c3_mama_saule,peripheral,legit,мать дропа,помогает дочери с внуком
100000004098607100,c3_syn_raushan,peripheral,legit,сын хозяйки,получает помощь от матери
100000002531954100,c3_mama_samat,peripheral,legit,мать дропа,бытовые траты
100000002588052100,c3_dostavshik_erbolat,peripheral,legit,курьер доставки,зарплата от ИП и аренда машины
100000007176018100,c3_dostavshik_ainur,peripheral,legit,курьер доставки,зарплата от ИП; аренда квартиры
100000008626099100,c3_dostavshik_dias,peripheral,legit,курьер доставки,зарплата от ИП; сдаёт наложенный платёж
100000008275056100,c3_dostavshik_zhenis,peripheral,legit,курьер доставки,зарплата от ИП; немного покупает USDT для себя
100000008355757100,c3_dostavshik_olzhas,peripheral,legit,курьер доставки,зарплата от ИП; сдаёт наложенный платёж
100000001178656100,c3_mama_gulnaz,peripheral,legit,мать дропа,бытовые траты
100000002602906100,c3_sestra_dana,peripheral,legit,сестра дропа,учёба
100000002641849100,c3_verbovshik_ilyas,coordinator,criminal,вербовщик дропов,платит дропам за аренду карт и бонусы; принимает штрафы; связывает дропов с боссом
100000000153765100,c3_kassa_zp,distributor,criminal,касса зарплат,карта для еженедельной зарплаты закладчикам веером
100000008472440100,c3_kairat_depozit,terminal,criminal,депозит босса,накопительный счёт; деньги остаются
100000004683299100,c3_mama_kairat,peripheral,legit,мать организатора,получила от сына и внесла предоплату за той
100000005501077100,c3_mama_zhena_bolat,peripheral,legit,тёща сборщика,бытовые траты
100000007769450100,h_fam_rauan_wife,peripheral,legit,жена таксиста,продукты аптека
100000004930855100,h_fam_daulet_son,peripheral,legit,сын владельца таксопарка,покупает машину у перекупа
100000002090900100,h_fam_aigerim_mother,peripheral,legit,мама продавщицы,аптека
100000001654660100,h_fam_gulnara_daughter,peripheral,legit,дочь владелицы магазина,студентка; снимает комнату у Ларисы
100000007573442100,c3_mama_kamila,peripheral,legit,мать второго сборщика,бытовые траты
100000005985876100,c3_drop_miras,transit,criminal,дроп (студент),четвёртый слой; однажды затормозил на 6 дней и часть потратил; вернул штраф вербовщику
100000008369868100,c5_mom_maksat,peripheral,legit,мать,аптека
100000007951934100,c5_mom_azamat,peripheral,legit,мать,аптека
100000001413842100,c5_wife_sultan,peripheral,legit,жена,мебель и продукты
100000001317728100,c5_mom_aruzhan,peripheral,legit,мать,продукты
100000003964203100,c5_gf_vadim,peripheral,legit,девушка курьера,салон и телефон
100000002751465100,c5_mom_alisher,peripheral,legit,мать,продукты
100000004746740100,c5_boss_wife_aigerim,terminal,criminal,кошелёк бенефициара,жена организатора; на неё сводят зарплаты мёртвых душ; покупки мебели и золота и депозит
100000008327936100,c5_wife_bauyrzhan,peripheral,legit,жена,хозяйство и учебный центр
100000008824766100,c5_son_aliya,peripheral,legit,сын-студент,кафе и спортзал
100000005096135100,c5_daughter_raisa,peripheral,legit,дочь,продукты
100000005522024100,c5_wife_sergey,peripheral,legit,жена,продукты и репетитор
100000001014612100,c5_husband_dana_ip,distributor,legit,ИП клининг,легальный двойник: получает от клиентов и платит зарплату 7 уборщицам дважды в месяц
100000005766699100,c5_mom_elmira,peripheral,legit,мать,аптека
100000008850179100,c5_uncle_kanat,peripheral,legit,дядя,запчасти
100000006676164100,c5_son_valery,peripheral,legit,сын,спортзал
100000006264445100,c5_mom_beibit,peripheral,legit,мать,продукты
100000002070073100,c5_friend_ilyas,peripheral,legit,друг,вернули долг; рынок
100000003491781100,c5_sis_nurbol,peripheral,legit,сестра,кафе
100000007794613100,c5_mom_zarina,peripheral,legit,мать,аптека
100000005628219100,c5_mom_dinmukhamed,peripheral,legit,мать,продукты
100000004605116100,c5_wife_samat,peripheral,legit,жена,продукты и рынок
100000004050993100,c5_mom_nurlybek,peripheral,legit,мать,продукты
100000004190280100,c6_cr_boss_wallet,terminal,criminal,кошелёк бенефициара,деньги оседают: мебель предоплата за машину помощь сестре
100000001148196100,c6_supp_meat_helper_ermukhan,peripheral,legit,помощник мясника,зарплата от поставщика
100000003161487100,c6_cafe_owner_wife_dinara,peripheral,legit,жена владельца кафе,хозяйство курсы детей мама
100000007331584100,c6_zina_daughter_lena,peripheral,legit,дочь посудомойки,получает помощь от мамы
100000005148053100,c6_fam_alibek,peripheral,legit,племянник Ержана,получил за помощь с ремонтом; взнос на той
100000000771983100,c6_wrk_ermek_wife_aigerim,peripheral,legit,жена рабочего,аренда хозяйство помогает сестре
100000004991273100,c6_wrk_samat_wife_nazym,peripheral,legit,жена рабочего,хозяйство
100000002337192100,c6_wrk_oleg_wife_irina,peripheral,legit,жена сварщика,хозяйство
100000000260260100,c6_wrk_akmal_brother_jasur,peripheral,legit,брат рабочего,получил немного на жизнь
100000006552619100,c6_wrk_gani_wife_saniya,peripheral,legit,жена рабочего,хозяйство
100000008481821100,c6_wrk_kuanysh_wife_ainura,peripheral,legit,жена рабочего,хозяйство
100000001801742100,c6_zhibek_mama_rysty,peripheral,legit,тёща бригадира,получает помощь
100000007431194100,c6_fam_aruzhan,peripheral,legit,невеста,получила от отца и жениха на подготовку
100000005024150100,c6_toi_musician_ertay,peripheral,legit,музыкант,получил от тамады
100000008225294100,c1_tatyana_neighbor_lyudmila,peripheral,legit,соседка пенсионерка,заняла у соседки на лекарства
100000000762825100,c4_boss_brother_arman,transit,criminal,брат-покупатель авто,получает 6.5 млн от брата и на следующий день платит перекупу за машину
100000008059796100,c1_aida_classmate_togzhan,peripheral,legit,однокурсница,делят оплату курса
100000006044657100,c1_bayan_grandson_alikhan,peripheral,legit,родственник,"студент, карманные расходы"
100000002199716100,c1_marlen_gf_tomiris,peripheral,legit,девушка,салон
100000000260064100,c1_raisa_son_bakhyt,peripheral,legit,брат жены куратора,ремонт машины
100000001771153100,c1_saltanat_brother_dauren,peripheral,legit,брат подруги,продукты
100000006231335100,h_worker_daniyar,peripheral,legit,рабочий-арматурщик,стройфирма; жена
100000002703143100,h_worker_galym,peripheral,legit,рабочий,стройфирма
100000000384734100,c1_arsen_friend_bekarys,peripheral,legit,школьник,друг
100000007997524100,h_worker_erbol,peripheral,legit,рабочий,стройфирма
100000008668300100,h_worker_nurzhan,peripheral,legit,рабочий,стройфирма; помогает брату-студенту
100000003472519100,h_worker_kairat,peripheral,legit,рабочий,стройфирма; отправляет маме в аул
100000007862968100,h_worker_yerlan,peripheral,legit,рабочий,стройфирма
100000007761856100,h_worker_sanzhar,peripheral,legit,рабочий,стройфирма
100000008014666100,h_worker_talgat,peripheral,legit,бригадир каменщиков,стройфирма; жена
100000003205821100,h_worker_murat,peripheral,legit,рабочий,стройфирма
100000008006495100,h_worker_askhat,peripheral,legit,рабочий,стройфирма
100000001975406100,h_worker_zhasulan,peripheral,legit,рабочий,стройфирма
100000008080308100,h_worker_beibit,peripheral,legit,рабочий,стройфирма
100000007289299100,h_worker_dauren,peripheral,legit,крановщик,стройфирма
100000006260765100,h_worker_ilyas,peripheral,legit,рабочий,стройфирма
100000007533445100,h_worker_madi,peripheral,legit,рабочий,стройфирма; жена
100000008342570100,h_worker_nurlybek,peripheral,legit,рабочий,стройфирма
100000000398466100,h_worker_olzhas,peripheral,legit,рабочий,стройфирма
100000004794122100,h_worker_rinat,peripheral,legit,рабочий,стройфирма
100000008862661100,h_worker_samat,peripheral,legit,рабочий,стройфирма
100000004290740100,h_worker_temirlan,peripheral,legit,рабочий,стройфирма
100000008906099100,h_worker_ulan,peripheral,legit,рабочий,стройфирма
100000001653757100,h_worker_zhenis,peripheral,legit,рабочий,стройфирма
100000004614441100,h_worker_adilet,peripheral,legit,рабочий,стройфирма
100000008795129100,h_worker_aslan,peripheral,legit,рабочий,стройфирма
100000004543500100,h_worker_baurzhan,peripheral,legit,рабочий,стройфирма
100000000816342100,h_worker_dias,peripheral,legit,рабочий,стройфирма
100000002297934100,h_worker_yerkebulan,peripheral,legit,рабочий,стройфирма
100000006563845100,h_worker_kuanysh,peripheral,legit,рабочий,стройфирма
100000003870042100,h_worker_maksat,peripheral,legit,рабочий,стройфирма
100000001748906100,h_worker_nurbek,peripheral,legit,рабочий,стройфирма
100000003878385100,h_worker_serikbol,peripheral,legit,рабочий,стройфирма
100000007266439100,h_worker_abylai,peripheral,legit,рабочий,стройфирма
100000003092685100,h_worker_arman,peripheral,legit,рабочий,стройфирма
100000007168955100,h_worker_bekarys,peripheral,legit,рабочий,стройфирма
100000006262690100,h_worker_dastan,peripheral,legit,рабочий,стройфирма
100000001351399100,h_worker_zhandos,peripheral,legit,рабочий,стройфирма
100000003486638100,h_worker_marlen,peripheral,legit,рабочий,стройфирма
100000001793305100,h_worker_akhmet,peripheral,legit,рабочий,стройфирма
100000002225189100,h_worker_vitaliy,peripheral,legit,отделочник,стройфирма
100000003553739100,h_worker_sergey,peripheral,legit,отделочник,стройфирма
100000005687003100,h_worker_oleg,peripheral,legit,электрик штатный,стройфирма
100000000265004100,h_accountant_lyazzat,peripheral,legit,бухгалтер стройфирмы,зарплата; иногда получает подотчёт на хознужды
100000008828158100,h_foreman_berdibek,transit,legit,прораб,получает подотчёт от фирмы и в тот же день платит за мелкие материалы и разнорабочим
100000007842659100,h_supplier_cement,terminal,legit,поставщик бетона и цемента,крупные нерегулярные оплаты стройфирмы
100000004685027100,h_supplier_metal,terminal,legit,металлобаза,арматура для стройки
100000005817675100,h_brigade_pavel,transit,legit,бригадир субподряда электрики,получает оплату субподряда и на следующий день раздаёт своим трём электрикам
100000007222192100,h_owner_marat,terminal,legit,учредитель стройфирмы,дивиденды и подотчёт
100000006434422100,c2_marat_saule_husband,peripheral,legit,муж сестры жены,ремонт машины; возвращает займ жены своячнице (замыкает цикл)
100000002284765100,c2_erlan_gulnar_husband,peripheral,legit,строитель,зарплата со стройки; хозяйство и займ младшему брату
100000004365786100,c2_saltanat_bride_mother,peripheral,legit,мать невесты,бытовые траты и своя доля предоплаты тойханы
100000006677515100,c2_klara_zhanar_mother,peripheral,legit,пенсионерка,аптека; иногда возвращает дочери
100000004623039100,c2_cm_aidana,peripheral,legit,одноклассница-репетитор,частные уроки; взнос на встречу
100000003403396100,c3_drop_dilnaz,peripheral,criminal,дроп-новичок,только что завербована; получила подъёмные и ещё ничего не прогоняла
100000004785632100,c5_clean_gulmira,peripheral,legit,уборщица клининга,зарплата от ИП
100000001128613100,c5_clean_nadezhda,peripheral,legit,уборщица клининга,зарплата от ИП
100000008337039100,c5_clean_saltanat,peripheral,legit,уборщица клининга,зарплата от ИП
100000001487949100,c5_clean_zhibek,peripheral,legit,уборщица клининга,зарплата от ИП
100000008248386100,c5_clean_ainur,peripheral,legit,уборщица клининга,зарплата от ИП
100000002519843100,c5_clean_lyudmila,peripheral,legit,уборщица клининга,зарплата от ИП
100000006478399100,c5_clean_roza,peripheral,legit,уборщица клининга,зарплата от ИП
100000003615601100,c6_cr_boss_sister,peripheral,legit,сестра бенефициара,получает помощь на ребёнка и не знает откуда деньги
100000006326842100,c6_dinara_mama,peripheral,legit,тёща владельца кафе,получает помощь от дочери
100000001401755100,c6_aigerim_sister_laura,peripheral,legit,сестра жены рабочего,получает помощь
